,날짜,온도
5644,20180615,22.3
5645,20180616,22.4
5646,20180617,22.88
5647,20180618,24.88
5648,20180619,22.3
5649,20180620,22.73
5650,20180621,24.01
5651,20180622,24.78
5652,20180623,24.78
5653,20180624,26.24
5654,20180625,27.13
5655,20180626,25.51
5656,20180627,24.57
5657,20180628,22.98
5658,20180629,25.48
5659,20180630,23.35
5660,20180701,24.14
5661,20180702,25.68
5662,20180703,26.68
5663,20180704,26.77
5664,20180705,25.23
5665,20180706,23.6
5666,20180707,24.26
5667,20180708,23.83
5668,20180709,23.52
5669,20180710,26.9
5670,20180711,27.95
5671,20180712,29.1
5672,20180713,28.81
5673,20180714,28.68
5674,20180715,29.51
5675,20180716,29.0
5676,20180717,29.14
5677,20180718,29.29
5678,20180719,29.37
5679,20180720,30.63
5680,20180721,30.58
5681,20180722,29.69
5682,20180723,29.71
5683,20180724,30.35
5684,20180725,30.38
5685,20180726,30.52
5686,20180727,31.01
5687,20180728,30.41
5688,20180729,31.33
5689,20180730,30.37
5690,20180731,30.78
5691,20180801,31.62
5692,20180802,32.11
5693,20180803,30.65
5694,20180804,30.35
5695,20180805,30.25
5696,20180806,30.77
5697,20180807,29.87
5698,20180808,30.91
5699,20180809,30.43
5700,20180810,29.38
5701,20180811,28.77
5702,20180812,29.2
5703,20180813,30.7
5704,20180814,31.16
5705,20180815,30.94
5706,20180816,29.3
5707,20180817,27.08
5708,20180818,26.02
5709,20180819,26.94
5710,20180820,27.17
5711,20180821,28.39
5712,20180822,29.96
5713,20180823,26.64
5714,20180824,25.42
5715,20180825,24.8
5716,20180826,23.55
5717,20180827,24.62
5718,20180828,27.08
5719,20180829,27.52
5720,20180830,25.96
5721,20180831,24.72
5722,20180901,24.23
5723,20180902,23.95
5724,20180903,25.57
5725,20180904,24.08
5726,20180905,24.12
5727,20180906,23.42
5728,20180907,21.26
5729,20180908,20.23
5730,20180909,20.98
5731,20180910,21.84
5732,20180911,20.52
5733,20180912,22.3
5734,20180913,22.32
5735,20180914,22.41
5736,20180915,23.31
5737,20180916,23.72
5738,20180917,22.91
5739,20180918,22.29
5740,20180919,20.86
5741,20180920,21.21
5742,20180921,20.4
5743,20180922,21.31
5744,20180923,19.7
5745,20180924,18.37
5746,20180925,17.88
5747,20180926,19.57
5748,20180927,19.0
5749,20180928,19.8
5750,20180929,20.59
5751,20180930,19.49
5752,20181001,17.63
5753,20181002,17.34
5754,20181003,17.15
5755,20181004,18.89
5756,20181005,17.64
5757,20181006,19.05
5758,20181007,18.17
5759,20181008,16.12
5760,20181009,16.0
5761,20181010,14.88
5762,20181011,12.29
5763,20181012,12.16
5764,20181013,12.97
5765,20181014,14.18
5766,20181015,15.64
5767,20181016,14.66
5768,20181017,14.0
5769,20181018,12.6
5770,20181019,13.36
5771,20181020,13.59
5772,20181021,13.95
5773,20181022,14.43
5774,20181023,14.21
5775,20181024,14.13
5776,20181025,14.32
5777,20181026,13.68
5778,20181027,11.2
5779,20181028,12.88
5780,20181029,12.27
5781,20181030,10.03
5782,20181031,9.02
5783,20181101,9.36
5784,20181102,11.25
5785,20181103,11.6
5786,20181104,11.81
5787,20181105,12.53
5788,20181106,13.13
5789,20181107,13.42
5790,20181108,14.89
5791,20181109,12.85
5792,20181110,11.6
5793,20181111,10.84
5794,20181112,10.52
5795,20181113,9.37
5796,20181114,9.87
5797,20181115,10.88
5798,20181116,10.3
5799,20181117,9.05
5800,20181118,7.46
5801,20181119,8.61
5802,20181120,8.66
5803,20181121,7.85
5804,20181122,6.49
5805,20181123,5.32
5806,20181124,7.53
5807,20181125,8.3
5808,20181126,8.52
5809,20181127,9.88
5810,20181128,8.9
5811,20181129,7.67
5812,20181130,8.26
5813,20181201,7.89
5814,20181202,11.88
5815,20181203,14.77
5816,20181204,11.28
5817,20181205,4.99
5818,20181206,4.01
5819,20181207,-0.53
5820,20181208,-2.94
5821,20181209,-2.43
5822,20181210,0.3
5823,20181211,1.38
5824,20181212,1.31
5825,20181213,2.02
5826,20181214,0.61
5827,20181215,0.67
5828,20181216,2.27
5829,20181217,4.16
5830,20181218,4.85
5831,20181219,6.15
5832,20181220,8.4
5833,20181221,8.32
5834,20181222,8.58
5835,20181223,6.68
5836,20181224,1.87
5837,20181225,2.48
5838,20181226,4.2
5839,20181227,-2.66
5840,20181228,-4.8
5841,20181229,-3.44
5842,20181230,-2.58
5843,20181231,-1.95
5844,20190101,0.01
5845,20190102,0.08
5846,20190103,0.38
5847,20190104,0.31
5848,20190105,2.44
5849,20190106,0.5
5850,20190107,1.04
5851,20190108,1.01
5852,20190109,-1.0
5853,20190110,2.05
5854,20190111,3.99
5855,20190112,4.68
5856,20190113,3.45
5857,20190114,2.36
5858,20190115,2.08
5859,20190116,-2.1
5860,20190117,1.01
5861,20190118,2.3
5862,20190119,3.4
5863,20190120,2.56
5864,20190121,2.05
5865,20190122,3.35
5866,20190123,4.5
5867,20190124,2.98
5868,20190125,0.93
5869,20190126,-0.37
5870,20190127,0.6
5871,20190128,3.6
5872,20190129,2.12
5873,20190130,3.82
5874,20190131,0.74
5875,20190201,-0.16
5876,20190202,3.05
5877,20190203,7.39
5878,20190204,4.21
5879,20190205,5.14
5880,20190206,7.1
5881,20190207,3.35
5882,20190208,-1.11
5883,20190209,-0.89
5884,20190210,-1.29
5885,20190211,0.02
5886,20190212,1.11
5887,20190213,2.09
5888,20190214,2.25
5889,20190215,2.44
5890,20190216,0.66
5891,20190217,0.98
5892,20190218,2.38
5893,20190219,4.0
5894,20190220,3.35
5895,20190221,4.0
5896,20190222,5.28
5897,20190223,6.85
5898,20190224,7.9
5899,20190225,6.99
5900,20190226,6.4
5901,20190227,7.73
5902,20190228,8.3
5903,20190301,6.6
5904,20190302,9.16
5905,20190303,11.13
5906,20190304,9.59
5907,20190305,8.59
5908,20190306,10.4
5909,20190307,6.79
5910,20190308,6.66
5911,20190309,8.73
5912,20190310,8.72
5913,20190311,5.93
5914,20190312,6.17
5915,20190313,4.86
5916,20190314,6.58
5917,20190315,7.65
5918,20190316,7.17
5919,20190317,8.1
5920,20190318,8.35
5921,20190319,10.9
5922,20190320,12.08
5923,20190321,9.14
5924,20190322,5.19
5925,20190323,4.89
5926,20190324,5.06
5927,20190325,7.1
5928,20190326,11.68
5929,20190327,13.7
5930,20190328,13.21
5931,20190329,12.16
5932,20190330,7.93
5933,20190331,5.98
5934,20190401,7.21
5935,20190402,8.12
5936,20190403,7.71
5937,20190404,9.3
5938,20190405,11.75
5939,20190406,13.04
5940,20190407,12.72
5941,20190408,13.44
5942,20190409,10.93
5943,20190410,7.95
5944,20190411,9.98
5945,20190412,11.38
5946,20190413,12.1
5947,20190414,11.23
5948,20190415,11.76
5949,20190416,14.87
5950,20190417,15.85
5951,20190418,15.9
5952,20190419,15.96
5953,20190420,17.03
5954,20190421,17.64
5955,20190422,20.12
5956,20190423,17.28
5957,20190424,18.1
5958,20190425,15.24
5959,20190426,9.61
5960,20190427,12.71
5961,20190428,13.2
5962,20190429,12.0
5963,20190430,15.03
5964,20190501,14.67
5965,20190502,15.09
5966,20190503,17.75
5967,20190504,19.5
5968,20190505,19.96
5969,20190506,14.56
5970,20190507,14.33
5971,20190508,15.23
5972,20190509,17.34
5973,20190510,18.24
5974,20190511,19.38
5975,20190512,21.02
5976,20190513,20.19
5977,20190514,22.19
5978,20190515,22.86
5979,20190516,23.22
5980,20190517,21.48
5981,20190518,18.44
5982,20190519,20.87
5983,20190520,16.87
5984,20190521,16.85
5985,20190522,20.03
5986,20190523,22.18
5987,20190524,23.45
5988,20190525,22.92
5989,20190526,22.66
5990,20190527,18.22
5991,20190528,17.22
5992,20190529,19.6
5993,20190530,20.37
5994,20190531,17.86
5995,20190601,19.4
5996,20190602,21.72
5997,20190603,22.95
5998,20190604,23.8
5999,20190605,24.11
6000,20190606,22.07
6001,20190607,19.24
6002,20190608,20.71
6003,20190609,21.54
6004,20190610,19.34
6005,20190611,18.45
6006,20190612,20.04
6007,20190613,21.8
6008,20190614,19.92
6009,20190615,20.39
6010,20190616,20.72
6011,20190617,21.81
6012,20190618,22.27
6013,20190619,23.55
6014,20190620,23.51
6015,20190621,23.57
6016,20190622,22.03
6017,20190623,22.9
6018,20190624,23.53
6019,20190625,24.46
6020,20190626,20.95
6021,20190627,24.38
6022,20190628,24.22
6023,20190629,21.89
6024,20190630,23.78
6025,20190701,22.66
6026,20190702,24.02
6027,20190703,23.33
6028,20190704,25.15
6029,20190705,26.52
6030,20190706,26.95
6031,20190707,24.18
6032,20190708,23.48
6033,20190709,23.76
6034,20190710,21.21
6035,20190711,23.09
6036,20190712,24.33
6037,20190713,23.62
6038,20190714,25.07
6039,20190715,25.13
6040,20190716,24.53
6041,20190717,25.28
6042,20190718,23.4
6043,20190719,24.72
6044,20190720,24.34
6045,20190721,24.55
6046,20190722,27.03
6047,20190723,27.73
6048,20190724,26.92
6049,20190725,27.62
6050,20190726,27.44
6051,20190727,26.25
6052,20190728,27.13
6053,20190729,28.18
6054,20190730,28.4
6055,20190731,28.94
6056,20190801,29.17
6057,20190802,29.4
6058,20190803,29.6
6059,20190804,29.49
6060,20190805,29.59
6061,20190806,29.14
6062,20190807,29.0
6063,20190808,28.76
6064,20190809,29.06
6065,20190810,29.59
6066,20190811,28.23
6067,20190812,27.95
6068,20190813,29.25
6069,20190814,29.85
6070,20190815,27.81
6071,20190816,26.67
6072,20190817,26.78
6073,20190818,26.5
6074,20190819,26.28
6075,20190820,27.22
6076,20190821,26.6
6077,20190822,26.73
6078,20190823,25.92
6079,20190824,23.98
6080,20190825,23.38
6081,20190826,25.02
6082,20190827,23.04
6083,20190828,24.16
6084,20190829,23.08
6085,20190830,23.75
6086,20190831,23.42
6087,20190901,22.1
6088,20190902,21.1
6089,20190903,22.53
6090,20190904,24.32
6091,20190905,24.98
6092,20190906,25.62
6093,20190907,25.0
6094,20190908,24.64
6095,20190909,24.6
6096,20190910,26.71
6097,20190911,26.53
6098,20190912,22.73
6099,20190913,23.52
6100,20190914,23.98
6101,20190915,24.84
6102,20190916,24.45
6103,20190917,23.88
6104,20190918,22.35
6105,20190919,20.32
6106,20190920,20.58
6107,20190921,17.99
6108,20190922,18.22
6109,20190923,19.62
6110,20190924,19.08
6111,20190925,19.63
6112,20190926,21.76
6113,20190927,23.24
6114,20190928,24.21
6115,20190929,24.47
6116,20190930,23.48
6117,20191001,21.0
6118,20191002,20.55
6119,20191003,22.27
6120,20191004,22.4
6121,20191005,18.76
6122,20191006,18.89
6123,20191007,16.78
6124,20191008,17.17
6125,20191009,15.14
6126,20191010,16.53
6127,20191011,19.44
6128,20191012,20.12
6129,20191013,18.42
6130,20191014,15.75
6131,20191015,13.9
6132,20191016,15.49
6133,20191017,15.38
6134,20191018,16.92
6135,20191019,17.4
6136,20191020,17.2
6137,20191021,17.43
6138,20191022,17.81
6139,20191023,17.67
6140,20191024,18.37
6141,20191025,17.72
6142,20191026,13.81
6143,20191027,12.51
6144,20191028,12.51
6145,20191029,15.09
6146,20191030,13.16
6147,20191031,13.54
6148,20191101,15.59
6149,20191102,15.42
6150,20191103,15.85
6151,20191104,14.65
6152,20191105,14.12
6153,20191106,12.74
6154,20191107,12.42
6155,20191108,9.5
6156,20191109,10.37
6157,20191110,10.7
6158,20191111,12.78
6159,20191112,12.18
6160,20191113,10.2
6161,20191114,6.47
6162,20191115,8.4
6163,20191116,13.06
6164,20191117,15.6
6165,20191118,10.7
6166,20191119,6.46
6167,20191120,5.0
6168,20191121,7.52
6169,20191122,12.49
6170,20191123,13.96
6171,20191124,15.24
6172,20191125,6.15
6173,20191126,8.32
6174,20191127,8.26
6175,20191128,6.2
6176,20191129,5.65
6177,20191130,6.8
6178,20191201,6.77
6179,20191202,5.36
6180,20191203,4.35
6181,20191204,6.03
6182,20191205,3.0
6183,20191206,-1.26
6184,20191207,2.27
6185,20191208,4.73
6186,20191209,4.25
6187,20191210,8.29
6188,20191211,8.09
6189,20191212,4.36
6190,20191213,3.45
6191,20191214,5.29
6192,20191215,7.67
6193,20191216,10.27
6194,20191217,8.97
6195,20191218,5.29
6196,20191219,3.21
6197,20191220,2.88
6198,20191221,2.37
6199,20191222,5.47
6200,20191223,5.19
6201,20191224,5.31
6202,20191225,6.35
6203,20191226,6.12
6204,20191227,3.12
6205,20191228,3.23
6206,20191229,3.9
6207,20191230,6.99
6208,20191231,-1.67
6209,20200101,-0.46
6210,20200102,2.29
6211,20200103,3.92
6212,20200104,3.36
6213,20200105,4.53
6214,20200106,6.85
6215,20200107,12.88
6216,20200108,5.45
6217,20200109,3.58
6218,20200110,2.69
6219,20200111,3.45
6220,20200112,3.4
6221,20200113,2.57
6222,20200114,2.0
6223,20200115,1.06
6224,20200116,2.12
6225,20200117,2.82
6226,20200118,2.26
6227,20200119,2.94
6228,20200120,3.94
6229,20200121,3.5
6230,20200122,5.22
6231,20200123,7.74
6232,20200124,7.0
6233,20200125,7.24
6234,20200126,8.01
6235,20200127,6.36
6236,20200128,7.06
6237,20200129,6.78
6238,20200130,6.04
6239,20200131,4.57
6240,20200201,3.55
6241,20200202,4.13
6242,20200203,2.35
6243,20200204,1.76
6244,20200205,-1.16
6245,20200206,-2.61
6246,20200207,0.89
6247,20200208,3.03
6248,20200209,2.52
6249,20200210,5.35
6250,20200211,7.25
6251,20200212,10.04
6252,20200213,8.58
6253,20200214,10.81
6254,20200215,11.07
6255,20200216,2.06
6256,20200217,-1.93
6257,20200218,0.3
6258,20200219,3.13
6259,20200220,7.48
6260,20200221,9.12
6261,20200222,7.64
6262,20200223,5.09
6263,20200224,7.67
6264,20200225,12.24
6265,20200226,9.33
6266,20200227,6.93
6267,20200228,7.0
6268,20200229,9.07
6269,20200301,6.94
6270,20200302,6.17
6271,20200303,7.3
6272,20200304,5.17
6273,20200305,3.62
6274,20200306,5.16
6275,20200307,5.71
6276,20200308,9.24
6277,20200309,9.34
6278,20200310,7.16
6279,20200311,5.68
6280,20200312,7.19
6281,20200313,8.17
6282,20200314,5.56
6283,20200315,7.18
6284,20200316,5.26
6285,20200317,8.86
6286,20200318,12.22
6287,20200319,10.52
6288,20200320,10.37
6289,20200321,13.87
6290,20200322,14.83
6291,20200323,10.84
6292,20200324,11.27
6293,20200325,13.95
6294,20200326,13.72
6295,20200327,11.38
6296,20200328,7.38
6297,20200329,8.63
6298,20200330,12.02
6299,20200331,12.6
6300,20200401,10.94
6301,20200402,10.52
6302,20200403,10.93
6303,20200404,8.92
6304,20200405,7.92
6305,20200406,9.15
6306,20200407,12.14
6307,20200408,11.26
6308,20200409,9.73
6309,20200410,10.63
6310,20200411,8.05
6311,20200412,8.55
6312,20200413,9.45
6313,20200414,12.17
6314,20200415,12.89
6315,20200416,14.33
6316,20200417,13.63
6317,20200418,12.98
6318,20200419,11.43
6319,20200420,11.85
6320,20200421,10.12
6321,20200422,8.7
6322,20200423,9.3
6323,20200424,10.78
6324,20200425,14.11
6325,20200426,12.85
6326,20200427,12.94
6327,20200428,13.29
6328,20200429,15.62
6329,20200430,17.63
6330,20200501,21.45
6331,20200502,20.58
6332,20200503,19.0
6333,20200504,20.0
6334,20200505,17.49
6335,20200506,21.77
6336,20200507,20.07
6337,20200508,18.08
6338,20200509,17.39
6339,20200510,14.85
6340,20200511,18.48
6341,20200512,16.85
6342,20200513,16.72
6343,20200514,19.51
6344,20200515,18.31
6345,20200516,19.05
6346,20200517,20.4
6347,20200518,19.04
6348,20200519,13.47
6349,20200520,15.68
6350,20200521,17.78
6351,20200522,19.42
6352,20200523,20.01
6353,20200524,18.7
6354,20200525,18.39
6355,20200526,18.82
6356,20200527,19.7
6357,20200528,18.5
6358,20200529,20.76
6359,20200530,22.0
6360,20200531,20.25
6361,20200601,21.28
6362,20200602,20.95
6363,20200603,22.5
6364,20200604,24.95
6365,20200605,24.99
6366,20200606,24.12
6367,20200607,24.37
6368,20200608,25.97
6369,20200609,26.65
6370,20200610,25.4
6371,20200611,25.15
6372,20200612,25.38
6373,20200613,23.87
6374,20200614,23.33
6375,20200615,23.48
6376,20200616,23.89
6377,20200617,22.61
6378,20200618,18.22
6379,20200619,22.0
6380,20200620,22.98
6381,20200621,24.25
6382,20200622,24.55
6383,20200623,25.06
6384,20200624,23.38
6385,20200625,22.39
6386,20200626,23.62
6387,20200627,25.03
6388,20200628,25.21
6389,20200629,21.48
6390,20200630,20.13
6391,20200701,22.0
6392,20200702,22.97
6393,20200703,20.59
6394,20200704,20.17
6395,20200705,22.4
6396,20200706,22.83
6397,20200707,25.43
6398,20200708,24.75
6399,20200709,24.98
6400,20200710,24.9
6401,20200711,24.91
6402,20200712,22.19
6403,20200713,21.55
6404,20200714,19.62
6405,20200715,19.84
6406,20200716,22.62
6407,20200717,24.21
6408,20200718,23.58
6409,20200719,25.89
6410,20200720,25.35
6411,20200721,24.76
6412,20200722,23.04
6413,20200723,22.73
6414,20200724,20.95
6415,20200725,21.96
6416,20200726,23.35
6417,20200727,23.1
6418,20200728,24.88
6419,20200729,24.79
6420,20200730,26.61
6421,20200731,27.38
6422,20200801,26.25
6423,20200802,27.3
6424,20200803,27.7
6425,20200804,28.42
6426,20200805,28.06
6427,20200806,25.84
6428,20200807,24.71
6429,20200808,24.75
6430,20200809,27.61
6431,20200810,25.86
6432,20200811,26.83
6433,20200812,27.56
6434,20200813,28.4
6435,20200814,28.84
6436,20200815,28.72
6437,20200816,28.35
6438,20200817,28.71
6439,20200818,28.65
6440,20200819,28.29
6441,20200820,28.03
6442,20200821,27.81
6443,20200822,27.3
6444,20200823,27.47
6445,20200824,28.16
6446,20200825,28.75
6447,20200826,27.59
6448,20200827,28.36
6449,20200828,28.44
6450,20200829,27.08
6451,20200830,28.26
6452,20200831,27.17
6453,20200901,26.8
6454,20200902,25.12
6455,20200903,23.83
6456,20200904,24.02
6457,20200905,22.14
6458,20200906,20.73
6459,20200907,20.09
6460,20200908,23.85
6461,20200909,21.74
6462,20200910,22.85
6463,20200911,20.39
6464,20200912,21.47
6465,20200913,20.57
6466,20200914,22.42
6467,20200915,22.58
6468,20200916,22.2
6469,20200917,20.92
6470,20200918,19.83
6471,20200919,19.72
6472,20200920,19.12
6473,20200921,18.73
6474,20200922,18.69
6475,20200923,18.66
6476,20200924,20.93
6477,20200925,21.14
6478,20200926,21.09
6479,20200927,20.79
6480,20200928,20.0
6481,20200929,19.48
6482,20200930,19.45
6483,20201001,20.23
6484,20201002,20.68
6485,20201003,20.73
6486,20201004,18.68
6487,20201005,15.39
6488,20201006,15.87
6489,20201007,17.49
6490,20201008,18.27
6491,20201009,17.53
6492,20201010,18.1
6493,20201011,18.69
6494,20201012,18.11
6495,20201013,14.99
6496,20201014,14.77
6497,20201015,14.9
6498,20201016,13.82
6499,20201017,14.17
6500,20201018,14.88
6501,20201019,15.45
6502,20201020,16.0
6503,20201021,14.49
6504,20201022,13.82
6505,20201023,12.05
6506,20201024,11.55
6507,20201025,12.8
6508,20201026,13.41
6509,20201027,14.29
6510,20201028,15.54
6511,20201029,12.33
6512,20201030,12.64
6513,20201031,13.4
6514,20201101,12.34
6515,20201102,13.41
6516,20201103,8.93
6517,20201104,8.02
6518,20201105,9.34
6519,20201106,12.65
6520,20201107,13.65
6521,20201108,10.65
6522,20201109,8.78
6523,20201110,9.6
6524,20201111,10.6
6525,20201112,11.42
6526,20201113,11.61
6527,20201114,13.14
6528,20201115,13.62
6529,20201116,14.46
6530,20201117,16.6
6531,20201118,19.47
6532,20201119,18.03
6533,20201120,9.39
6534,20201121,9.55
6535,20201122,9.94
6536,20201123,6.25
6537,20201124,6.7
6538,20201125,7.94
6539,20201126,9.03
6540,20201127,7.8
6541,20201128,5.24
6542,20201129,4.57
6543,20201130,4.26
6544,20201201,4.07
6545,20201202,5.16
6546,20201203,4.4
6547,20201204,3.2
6548,20201205,4.15
6549,20201206,5.01
6550,20201207,5.02
6551,20201208,3.67
6552,20201209,3.73
6553,20201210,6.56
6554,20201211,6.88
6555,20201212,6.95
6556,20201213,3.85
6557,20201214,-1.24
6558,20201215,-2.74
6559,20201216,-2.32
6560,20201217,-0.47
6561,20201218,1.33
6562,20201219,-0.3
6563,20201220,0.75
6564,20201221,1.21
6565,20201222,2.58
6566,20201223,3.65
6567,20201224,5.2
6568,20201225,2.72
6569,20201226,3.63
6570,20201227,5.23
6571,20201228,5.71
6572,20201229,3.87
6573,20201230,-4.52
6574,20201231,-4.82
6575,20210101,-0.79
6576,20210102,0.06
6577,20210103,-0.6
6578,20210104,0.93
6579,20210105,0.34
6580,20210106,-2.72
6581,20210107,-7.65
6582,20210108,-9.98
6583,20210109,-7.69
6584,20210110,-5.33
6585,20210111,-2.12
6586,20210112,-0.77
6587,20210113,3.89
6588,20210114,6.46
6589,20210115,8.19
6590,20210116,0.7
6591,20210117,-1.65
6592,20210118,0.7
6593,20210119,-1.19
6594,20210120,2.72
6595,20210121,7.32
6596,20210122,9.24
6597,20210123,9.37
6598,20210124,9.04
6599,20210125,8.85
6600,20210126,6.73
6601,20210127,5.23
6602,20210128,1.45
6603,20210129,-3.26
6604,20210130,1.4
6605,20210131,5.67
6606,20210201,8.72
6607,20210202,-0.39
6608,20210203,-0.01
6609,20210204,1.95
6610,20210205,2.45
6611,20210206,5.38
6612,20210207,7.95
6613,20210208,0.55
6614,20210209,1.45
6615,20210210,3.59
6616,20210211,6.14
6617,20210212,9.25
6618,20210213,10.09
6619,20210214,10.87
6620,20210215,4.62
6621,20210216,0.68
6622,20210217,-4.31
6623,20210218,-2.6
6624,20210219,3.33
6625,20210220,10.25
6626,20210221,12.99
6627,20210222,11.2
6628,20210223,3.6
6629,20210224,3.62
6630,20210225,4.51
6631,20210226,9.43
6632,20210227,9.44
6633,20210228,8.71
6634,20210301,11.84
6635,20210302,5.11
6636,20210303,5.68
6637,20210304,6.84
6638,20210305,10.55
6639,20210306,10.43
6640,20210307,9.01
6641,20210308,8.76
6642,20210309,8.68
6643,20210310,10.45
6644,20210311,11.74
6645,20210312,9.4
6646,20210313,9.59
6647,20210314,9.79
6648,20210315,11.96
6649,20210316,11.81
6650,20210317,9.33
6651,20210318,11.52
6652,20210319,13.72
6653,20210320,10.13
6654,20210321,6.87
6655,20210322,7.4
6656,20210323,9.89
6657,20210324,11.55
6658,20210325,13.42
6659,20210326,14.53
6660,20210327,14.59
6661,20210328,12.73
6662,20210329,13.3
6663,20210330,13.78
6664,20210331,15.01
6665,20210401,16.73
6666,20210402,18.42
6667,20210403,17.08
6668,20210404,11.28
6669,20210405,12.41
6670,20210406,12.47
6671,20210407,13.88
6672,20210408,13.08
6673,20210409,13.36
6674,20210410,13.54
6675,20210411,15.23
6676,20210412,13.77
6677,20210413,10.78
6678,20210414,9.45
6679,20210415,11.34
6680,20210416,13.1
6681,20210417,11.65
6682,20210418,10.96
6683,20210419,12.48
6684,20210420,15.61
6685,20210421,18.88
6686,20210422,19.79
6687,20210423,21.37
6688,20210424,19.18
6689,20210425,18.08
6690,20210426,16.46
6691,20210427,16.23
6692,20210428,18.02
6693,20210429,17.65
6694,20210430,14.74
6695,20210501,10.63
6696,20210502,12.12
6697,20210503,15.0
6698,20210504,17.46
6699,20210505,15.46
6700,20210506,15.43
6701,20210507,16.9
6702,20210508,16.07
6703,20210509,17.37
6704,20210510,18.0
6705,20210511,19.39
6706,20210512,21.79
6707,20210513,22.45
6708,20210514,22.67
6709,20210515,21.58
6710,20210516,21.07
6711,20210517,16.14
6712,20210518,17.88
6713,20210519,20.85
6714,20210520,16.86
6715,20210521,16.59
6716,20210522,19.18
6717,20210523,21.73
6718,20210524,20.31
6719,20210525,17.59
6720,20210526,18.27
6721,20210527,16.95
6722,20210528,17.87
6723,20210529,19.13
6724,20210530,21.85
6725,20210531,23.54
6726,20210601,23.4
6727,20210602,23.41
6728,20210603,19.97
6729,20210604,20.08
6730,20210605,20.8
6731,20210606,22.68
6732,20210607,23.93
6733,20210608,25.36
6734,20210609,25.95
6735,20210610,23.88
6736,20210611,24.03
6737,20210612,25.25
6738,20210613,23.85
6739,20210614,23.41
6740,20210615,21.07
6741,20210616,23.24
6742,20210617,22.3
6743,20210618,21.19
6744,20210619,23.03
6745,20210620,24.0
6746,20210621,25.15
6747,20210622,24.44
6748,20210623,23.14
6749,20210624,23.07
6750,20210625,23.38
6751,20210626,23.77
6752,20210627,24.45
6753,20210628,23.17
6754,20210629,23.28
6755,20210630,23.82
6756,20210701,25.65
6757,20210702,26.06
6758,20210703,23.7
6759,20210704,23.29
6760,20210705,21.77
6761,20210706,22.96
6762,20210707,25.38
6763,20210708,25.5
6764,20210709,25.89
6765,20210710,26.38
6766,20210711,26.95
6767,20210712,28.11
6768,20210713,28.35
6769,20210714,28.27
6770,20210715,28.61
6771,20210716,26.63
6772,20210717,26.14
6773,20210718,27.35
6774,20210719,27.75
6775,20210720,27.59
6776,20210721,28.71
6777,20210722,28.61
6778,20210723,28.89
6779,20210724,29.13
6780,20210725,28.88
6781,20210726,28.57
6782,20210727,28.35
6783,20210728,28.95
6784,20210729,29.0
6785,20210730,28.1
6786,20210731,28.9
6787,20210801,28.18
6788,20210802,26.98
6789,20210803,26.82
6790,20210804,28.43
6791,20210805,28.63
6792,20210806,27.45
6793,20210807,27.61
6794,20210808,26.22
6795,20210809,26.91
6796,20210810,27.69
6797,20210811,26.58
6798,20210812,26.3
6799,20210813,25.71
6800,20210814,24.28
6801,20210815,24.54
6802,20210816,25.52
6803,20210817,25.65
6804,20210818,22.81
6805,20210819,22.2
6806,20210820,24.5
6807,20210821,24.69
6808,20210822,25.55
6809,20210823,24.32
6810,20210824,25.02
6811,20210825,25.16
6812,20210826,26.36
6813,20210827,23.68
6814,20210828,24.81
6815,20210829,25.47
6816,20210830,25.45
6817,20210831,26.13
6818,20210901,24.7
6819,20210902,21.83
6820,20210903,22.58
6821,20210904,23.32
6822,20210905,21.94
6823,20210906,20.92
6824,20210907,22.53
6825,20210908,22.64
6826,20210909,22.98
6827,20210910,23.11
6828,20210911,24.79
6829,20210912,24.85
6830,20210913,24.22
6831,20210914,22.66
6832,20210915,24.25
6833,20210916,21.3
6834,20210917,23.08
6835,20210918,23.18
6836,20210919,23.42
6837,20210920,23.73
6838,20210921,23.04
6839,20210922,23.1
6840,20210923,21.43
6841,20210924,20.98
6842,20210925,21.94
6843,20210926,22.26
6844,20210927,22.67
6845,20210928,22.71
6846,20210929,22.67
6847,20210930,23.62
6848,20211001,22.06
6849,20211002,22.78
6850,20211003,23.51
6851,20211004,25.54
6852,20211005,24.3
6853,20211006,23.78
6854,20211007,22.28
6855,20211008,22.19
6856,20211009,24.4
6857,20211010,24.02
6858,20211011,16.3
6859,20211012,17.26
6860,20211013,19.86
6861,20211014,21.56
6862,20211015,19.52
6863,20211016,14.26
6864,20211017,8.41
6865,20211018,10.96
6866,20211019,12.18
6867,20211020,10.55
6868,20211021,11.38
6869,20211022,11.71
6870,20211023,12.73
6871,20211024,12.9
6872,20211025,13.12
6873,20211026,13.3
6874,20211027,14.3
6875,20211028,13.82
6876,20211029,14.92
6877,20211030,13.99
6878,20211031,14.51
6879,20211101,14.58
6880,20211102,12.32
6881,20211103,12.18
6882,20211104,13.56
6883,20211105,13.83
6884,20211106,15.72
6885,20211107,16.32
6886,20211108,12.19
6887,20211109,8.62
6888,20211110,7.83
6889,20211111,7.99
6890,20211112,7.04
6891,20211113,8.85
6892,20211114,10.28
6893,20211115,10.71
6894,20211116,10.63
6895,20211117,9.51
6896,20211118,10.62
6897,20211119,11.48
6898,20211120,10.96
6899,20211121,12.07
6900,20211122,7.95
6901,20211123,3.8
6902,20211124,8.29
6903,20211125,9.86
6904,20211126,7.7
6905,20211127,7.07
6906,20211128,7.51
6907,20211129,8.67
6908,20211130,9.01
6909,20211201,2.77
6910,20211202,3.87
6911,20211203,5.82
