"충북","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",4815,4681
"충북","공공행정, 국방 및 사회보장 행정(84)",551,553
"충북","교육 서비스업(85)",6526,6947
"충북","보건업 및 사회복지 서비스업(86~87)",5041,5221
"충북","예술, 스포츠 및 여가관련 서비스업(90~91)",4741,4848
"충북","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",16253,16766
"충남","전체 산업",253192,261263
"충남","농업, 임업 및 어업(01~03)",1517,1584
"충남","광업(05~08)",137,131
"충남","제조업(10~34)",24423,24704
"충남","전기, 가스, 증기 및 공기조절 공급업(35)",9814,12588
"충남","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",859,853
"충남","건설업(41~42)",24300,25744
"충남","도매 및 소매업(45~47)",60547,60491
"충남","운수 및 창고업(49~52)",22455,23236
"충남","숙박 및 음식점업(55~56)",41225,41468
"충남","정보통신업(58~63)",1741,1970
"충남","금융 및 보험업(64~66)",2037,2039
"충남","부동산업(68)",8806,9311
"충남","전문, 과학 및 기술 서비스업(70~73)",5359,5694
"충남","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",6087,5860
"충남","공공행정, 국방 및 사회보장 행정(84)",754,747
"충남","교육 서비스업(85)",8623,9197
"충남","보건업 및 사회복지 서비스업(86~87)",6777,6984
"충남","예술, 스포츠 및 여가관련 서비스업(90~91)",5887,6006
"충남","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",21844,22656
"전북","전체 산업",225964,231380
"전북","농업, 임업 및 어업(01~03)",1488,1509
"전북","광업(05~08)",117,116
"전북","제조업(10~34)",16219,16384
"전북","전기, 가스, 증기 및 공기조절 공급업(35)",18792,21774
"전북","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",614,613
"전북","건설업(41~42)",21342,22623
"전북","도매 및 소매업(45~47)",54554,53139
"전북","운수 및 창고업(49~52)",20055,20718
"전북","숙박 및 음식점업(55~56)",31169,31328
"전북","정보통신업(58~63)",1484,1629
"전북","금융 및 보험업(64~66)",2160,2126
"전북","부동산업(68)",6985,7110
"전북","전문, 과학 및 기술 서비스업(70~73)",5074,5227
"전북","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",4350,4327
"전북","공공행정, 국방 및 사회보장 행정(84)",896,899
"전북","교육 서비스업(85)",8660,9061
"전북","보건업 및 사회복지 서비스업(86~87)",6655,6783
"전북","예술, 스포츠 및 여가관련 서비스업(90~91)",4699,4857
"전북","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",20651,21157
"전남","전체 산업",228219,234688
"전남","농업, 임업 및 어업(01~03)",2337,2281
"전남","광업(05~08)",1010,962
"전남","제조업(10~34)",17079,17417
"전남","전기, 가스, 증기 및 공기조절 공급업(35)",11410,12835
"전남","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",793,800
"전남","건설업(41~42)",23632,24868
"전남","도매 및 소매업(45~47)",55624,54801
"전남","운수 및 창고업(49~52)",23629,24332
"전남","숙박 및 음식점업(55~56)",36085,37061
"전남","정보통신업(58~63)",1468,1586
"전남","금융 및 보험업(64~66)",2023,1999
"전남","부동산업(68)",5154,5249
"전남","전문, 과학 및 기술 서비스업(70~73)",4214,4442
"전남","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",4191,4401
"전남","공공행정, 국방 및 사회보장 행정(84)",1259,1256
"전남","교육 서비스업(85)",7233,7627
"전남","보건업 및 사회복지 서비스업(86~87)",6100,6358
"전남","예술, 스포츠 및 여가관련 서비스업(90~91)",4753,4931
"전남","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",20225,21482
"경북","전체 산업",321061,328657
"경북","농업, 임업 및 어업(01~03)",1215,1236
"경북","광업(05~08)",201,196
"경북","제조업(10~34)",37730,37897
"경북","전기, 가스, 증기 및 공기조절 공급업(35)",8481,11551
"경북","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",1230,1246
"경북","건설업(41~42)",30833,32419
"경북","도매 및 소매업(45~47)",74851,73428
"경북","운수 및 창고업(49~52)",31343,32491
"경북","숙박 및 음식점업(55~56)",54929,55386
"경북","정보통신업(58~63)",2003,2109
"경북","금융 및 보험업(64~66)",2764,2743
"경북","부동산업(68)",8290,8638
"경북","전문, 과학 및 기술 서비스업(70~73)",5924,6149
"경북","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",6024,6072
"경북","공공행정, 국방 및 사회보장 행정(84)",1274,1268
"경북","교육 서비스업(85)",11197,11823
"경북","보건업 및 사회복지 서비스업(86~87)",8146,8366
"경북","예술, 스포츠 및 여가관련 서비스업(90~91)",6796,6826
"경북","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",27830,28813
"경남","전체 산업",387177,392614
"경남","농업, 임업 및 어업(01~03)",998,1057
"경남","광업(05~08)",117,111
"경남","제조업(10~34)",49208,49462
"경남","전기, 가스, 증기 및 공기조절 공급업(35)",4524,5927
"경남","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",1219,1260
"경남","건설업(41~42)",31268,32433
"경남","도매 및 소매업(45~47)",91671,90075
"경남","운수 및 창고업(49~52)",34418,35988
"경남","숙박 및 음식점업(55~56)",68183,68765
"경남","정보통신업(58~63)",2303,2494
"경남","금융 및 보험업(64~66)",3297,3349
"경남","부동산업(68)",13613,13675
"경남","전문, 과학 및 기술 서비스업(70~73)",9213,9180
"경남","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",9045,8395
"경남","공공행정, 국방 및 사회보장 행정(84)",1056,1061
"경남","교육 서비스업(85)",16036,17005
