num,연도,local_id,주거용,업무용,산업용
41,2015,39,675632,2229196,1524725
42,2016,39,735092,2428538,1574571
43,2017,39,782601,2610459,1620486
44,2018,39,831090,2752105,1689407
45,2019,39,850988,2795399,1727896
46,2020,39,917914,2773654,1681719
47,2021,39,971492,2960503,1755734
48,2022,39,1005271,3204253,1835829
