num,연도,local_id,주거용,업무용,산업용
114,2015,21,4352290,8385914,7264105
117,2016,21,4472262,8760626,7234203
120,2017,21,4473510,8888045,7645804
123,2018,21,4660700,9105731,7450174
126,2019,21,4624742,8866658,7311010
129,2020,21,4837487,8666639,6999843
132,2021,21,4974889,8787262,7305682
135,2022,21,5054430,9253410,7185808
